Mycth_100011,2.07 
Mycth_100068,0.15 
Mycth_100089,2.87 
Mycth_100127,428.58 
Mycth_100290,16.94 
Mycth_100400,0.11 
Mycth_100401,0.18 
Mycth_100435,2.88 
Mycth_100489,10.29 
Mycth_100518,0.09 
Mycth_100519,17.96 
Mycth_100541,1.97 
Mycth_100566,0.06 
Mycth_100589,6.49 
Mycth_100608,0.74 
Mycth_100654,10.13 
Mycth_100744,16.51 
Mycth_100777,28.23 
Mycth_100809,31.95 
Mycth_100838,31.73 
Mycth_100975,14.38 
Mycth_101019,158.84 
Mycth_101105,19.05 
Mycth_101107,6.76 
Mycth_101172,0.74 
Mycth_101222,0.06 
Mycth_101224,1.67 
Mycth_101261,2.70 
Mycth_101321,1.67 
Mycth_101345,3.52 
Mycth_101354,0.05 
Mycth_101394,37.75 
Mycth_101399,7.40 
Mycth_101406,21.40 
Mycth_101411,67.00 
Mycth_101506,5.46 
Mycth_101575,3.80 
Mycth_101588,19.51 
Mycth_101623,0.26 
Mycth_101673,1.51 
Mycth_101679,3.32 
Mycth_101730,0.03 
Mycth_10175,6.12 
Mycth_101762,14.60 
Mycth_101800,0.87 
Mycth_101870,3.43 
Mycth_101972,1.70 
Mycth_102118,1.12 
Mycth_102133,1.27 
Mycth_102138,405.55 
Mycth_102172,0.49 
Mycth_102226,0.07 
Mycth_102290,16.48 
Mycth_102295,15.50 
Mycth_102297,0.19 
Mycth_102322,3.25 
Mycth_102448,0.32 
Mycth_102510,11.16 
Mycth_102522,10.21 
Mycth_102533,11.18 
Mycth_102652,77.40 
Mycth_102790,3.22 
Mycth_102792,31.75 
Mycth_102797,4.46 
Mycth_102849,0.10 
Mycth_102871,6.01 
Mycth_102878,5.62 
Mycth_102943,17.96 
Mycth_102965,89.74 
Mycth_102971,3.45 
Mycth_102977,3.26 
Mycth_102985,8.18 
Mycth_102997,0.25 
Mycth_103022,0.52 
Mycth_103025,36.10 
Mycth_103032,1.74 
Mycth_103061,4.91 
Mycth_103070,6.75 
Mycth_103080,14.35 
Mycth_103090,49.25 
Mycth_103096,4.87 
Mycth_103122,5.47 
Mycth_103124,8.80 
Mycth_103134,4.63 
Mycth_103164,0.00 
Mycth_103320,0.00 
Mycth_103330,12.98 
Mycth_103334,64.09 
Mycth_103379,6.94 
Mycth_103537,1.98 
Mycth_103571,7.08 
Mycth_103590,0.96 
Mycth_103611,4.71 
Mycth_103620,10.48 
Mycth_103628,73.20 
Mycth_103671,21.06 
Mycth_103702,35.28 
Mycth_103794,0.27 
Mycth_103797,1.27 
Mycth_103818,0.85 
Mycth_103867,1.02 
Mycth_104005,4.70 
Mycth_104059,6.75 
Mycth_104076,69.02 
Mycth_104102,0.32 
Mycth_104106,4.10 
Mycth_104267,30.45 
Mycth_104380,30.87 
Mycth_104386,3.33 
Mycth_104551,46.81 
Mycth_104570,20.61 
Mycth_104582,2.27 
Mycth_104628,8.77 
Mycth_104665,1.16 
Mycth_104673,0.35 
Mycth_104674,0.48 
Mycth_104717,9.98 
Mycth_104726,1.83 
Mycth_104802,82.70 
Mycth_104827,9.72 
Mycth_104887,16.07 
Mycth_104936,74.93 
Mycth_104945,38.02 
Mycth_104959,33.73 
Mycth_105006,27.33 
Mycth_105063,37.39 
Mycth_105072,227.85 
Mycth_105128,123.02 
Mycth_105130,79.99 
Mycth_105157,93.20 
Mycth_105197,16.17 
Mycth_105286,119.77 
Mycth_105318,19.71 
Mycth_105405,751.64 
Mycth_105482,125.29 
Mycth_105575,503.69 
Mycth_105600,12.07 
Mycth_105650,326.09 
Mycth_105669,44.20 
Mycth_105777,31.83 
Mycth_105786,28.69 
Mycth_105822,278.50 
Mycth_105847,248.15 
Mycth_105869,25.70 
Mycth_105966,73.97 
Mycth_10609,39.58 
Mycth_106293,42.31 
Mycth_106343,115.17 
Mycth_106346,21.75 
Mycth_106388,45.57 
Mycth_106442,3.95 
Mycth_106463,107.15 
Mycth_106502,0.75 
Mycth_106527,45.08 
Mycth_106599,11.70 
Mycth_106609,61.21 
Mycth_106618,62.43 
Mycth_106768,75.11 
Mycth_106798,5.98 
Mycth_106819,1515.19 
Mycth_106827,54.29 
Mycth_106950,65.41 
Mycth_107095,246.38 
Mycth_10713,1.91 
Mycth_107134,31.13 
Mycth_107142,45.93 
Mycth_107168,2.29 
Mycth_107178,274.79 
Mycth_107186,17.85 
Mycth_107255,21.70 
Mycth_107295,159.56 
Mycth_107458,35.07 
Mycth_107520,18.94 
Mycth_107580,39.10 
Mycth_107689,7.73 
Mycth_107723,33.69 
Mycth_107763,1.82 
Mycth_107796,124.23 
Mycth_107866,393.91 
Mycth_107891,76.94 
Mycth_107972,36.06 
Mycth_107976,107.95 
Mycth_108044,2.46 
Mycth_108061,16.95 
Mycth_108098,80.30 
Mycth_108115,66.47 
Mycth_108157,39.69 
Mycth_108294,9.90 
Mycth_108304,24.15 
Mycth_108314,19.85 
Mycth_108317,1.31 
Mycth_108391,3.44 
Mycth_108407,232.32 
Mycth_108416,93.52 
Mycth_108475,19.35 
Mycth_108493,54.55 
Mycth_108501,89.18 
Mycth_108504,27.79 
Mycth_108565,70.52 
Mycth_108615,6.54 
Mycth_108627,14.24 
Mycth_108765,3.63 
Mycth_108781,303.93 
Mycth_108836,0.40 
Mycth_108890,13.42 
Mycth_108924,35.57 
Mycth_109046,27.98 
Mycth_109078,52.06 
Mycth_109194,27.85 
Mycth_109232,2.64 
Mycth_109373,36.23 
Mycth_109377,37.81 
Mycth_109444,22.58 
Mycth_109499,37.42 
Mycth_109510,23.23 
Mycth_109530,102.74 
Mycth_109533,36.71 
Mycth_109542,252.61 
Mycth_109566,17.51 
Mycth_109620,1268.93 
Mycth_109638,1451.50 
Mycth_109756,32.88 
Mycth_109790,51.53 
Mycth_109795,386.91 
Mycth_109817,34.98 
Mycth_109821,44.85 
Mycth_109870,424.31 
Mycth_109876,151.40 
Mycth_109897,88.10 
Mycth_109914,51.98 
Mycth_10995,28.93 
Mycth_109978,120.87 
Mycth_110022,109.20 
Mycth_110028,476.36 
Mycth_110038,42.60 
Mycth_110042,117.17 
Mycth_110061,145.29 
Mycth_110187,507.03 
Mycth_110298,105.53 
Mycth_110317,236.49 
Mycth_110470,3.43 
Mycth_110475,85.89 
Mycth_110510,174.43 
Mycth_110532,53.47 
Mycth_110536,104.47 
Mycth_110640,1046.46 
Mycth_110651,1.74 
Mycth_110670,83.57 
Mycth_110674,415.96 
Mycth_110717,579.54 
Mycth_110792,57.01 
Mycth_110806,6.63 
Mycth_110817,812.29 
Mycth_110821,704.95 
Mycth_110871,63.38 
Mycth_110897,47.41 
Mycth_110931,200.79 
Mycth_110951,1.85 
Mycth_110956,125.65 
Mycth_111030,14.95 
Mycth_111035,8.54 
Mycth_111036,95.35 
Mycth_111073,67.30 
Mycth_111088,10.48 
Mycth_111107,209.35 
Mycth_111172,23.19 
Mycth_111173,121.77 
Mycth_111214,54.03 
Mycth_111314,43.37 
Mycth_111331,87.91 
Mycth_111372,1.64 
Mycth_111377,92.35 
Mycth_111388,4.71 
Mycth_111405,1708.08 
Mycth_111425,899.08 
Mycth_111604,47.46 
Mycth_111645,68.65 
Mycth_111741,14.33 
Mycth_111770,1761.64 
Mycth_111814,85.24 
Mycth_111845,11.54 
Mycth_111934,91.08 
Mycth_111987,252.11 
Mycth_112014,63.73 
Mycth_112025,148.43 
Mycth_112050,3.03 
Mycth_112051,22.74 
Mycth_112080,15.05 
Mycth_112086,69.57 
Mycth_112089,0.07 
Mycth_112121,1562.67 
Mycth_112136,1900.29 
Mycth_112137,2148.05 
Mycth_112159,50.66 
Mycth_112204,1737.65 
Mycth_112227,741.33 
Mycth_112306,14.99 
Mycth_112322,72.37 
Mycth_112329,641.86 
Mycth_112362,85.08 
Mycth_112363,83.92 
Mycth_112399,2.63 
Mycth_112411,75.67 
Mycth_112442,156.46 
Mycth_112471,45.57 
Mycth_112491,253.06 
Mycth_112498,108.08 
Mycth_112612,785.13 
Mycth_112686,645.48 
Mycth_112699,77.86 
Mycth_112700,295.15 
Mycth_112714,6.32 
Mycth_112716,15.55 
Mycth_112802,42.65 
Mycth_112805,7.57 
Mycth_112815,11.64 
Mycth_112824,2.26 
Mycth_112826,20.20 
Mycth_112850,47.90 
Mycth_112889,113.35 
Mycth_112905,56.44 
Mycth_112916,203.12 
Mycth_112924,16.53 
Mycth_112996,14.14 
Mycth_113066,28.73 
Mycth_113138,19.70 
Mycth_113236,53.89 
Mycth_113239,73.19 
Mycth_113387,12.09 
Mycth_113450,5.72 
Mycth_113457,101.54 
Mycth_113577,1.29 
Mycth_113600,387.34 
