	log2FoldChange	pvalue
MYCTH_114008	0.095007783	0.681127627
MYCTH_2295355	-0.382781702	0.027384052
MYCTH_2295358	0.548609002	0.102118282
MYCTH_2122542	0.245620983	0.808976612
MYCTH_2295362	1.464071455	1.74466E-19
MYCTH_2295366	-0.490714799	0.046193971
MYCTH_2313485	0.412314822	0.026306248
MYCTH_76367	0.586394813	1.40294E-06
MYCTH_2114599	-0.206672255	0.369368872
MYCTH_44604	0.095391471	0.735775189
MYCTH_2295383	0.207076715	0.225581907
MYCTH_2114610	0.312786118	0.049958462
MYCTH_41181	-0.22622842	0.935516109
MYCTH_62625	3.460430904	2.61797E-23
MYCTH_99098	-0.4342896	0.474188341
MYCTH_2295391	0.541054715	0.549851497
MYCTH_2295392	0.464963343	0.012376165
MYCTH_2106506	1.180081962	4.2472E-07
MYCTH_2295396	0.562975902	0.373662453
MYCTH_2295397	-1.527809242	0.01911056
MYCTH_2131761	1.841588197	9.00808E-20
MYCTH_2136712	-0.453322606	0.304459032
MYCTH_2122561	4.717430264	0.000805868
MYCTH_2051636	5.134607226	3.28067E-16
MYCTH_99103	2.453032437	4.29624E-16
MYCTH_2295405	-0.662960918	0.027190763
MYCTH_2295409	0.419522649	0.43958408
MYCTH_2114617	-1.085026416	0.005476032
MYCTH_41800	-0.518537144	0.013013196
MYCTH_2295414	0.89556358	2.54385E-05
MYCTH_2295416	1.05132533	2.40518E-06
MYCTH_t51	-3.922932615	0.026066772
MYCTH_110317	0.245646191	0.28230314
MYCTH_76393	-0.1411614	0.658026312
MYCTH_2295424	-0.265476545	0.155380126
MYCTH_2141608	-0.707485408	0.171572209
MYCTH_76403	-0.142957653	0.270036771
MYCTH_2050660	-0.741916444	0.000895343
MYCTH_2122575	1.507112407	0.402280899
MYCTH_2295431	-0.910867587	0.450670452
MYCTH_2295432	0.075565458	0.720383097
MYCTH_2295433	-0.381107911	0.055252561
MYCTH_2295436	-0.658393508	0.001885084
MYCTH_2295438	0.103467186	0.610157623
MYCTH_2050101	0	1
MYCTH_2295439	0.157622044	0.489577798
MYCTH_2295441	1.235998388	9.6308E-07
MYCTH_2030361	1.196464728	0.033222957
MYCTH_2295444	2.954503287	9.93694E-36
MYCTH_2295445	0.365833824	0.122172016
MYCTH_43941	2.441838113	5.39428E-12
MYCTH_2313501	0.981280374	3.46451E-19
MYCTH_t2	#N/A	#N/A
MYCTH_91240	0.357075239	0.447468833
MYCTH_2295490	-0.285694289	0.276919316
MYCTH_2122605	0.602304043	0.000143967
MYCTH_2114650	-0.400928587	0.643242197
MYCTH_2295497	-0.462315975	0.018465421
MYCTH_2295498	-0.374525138	0.034271073
MYCTH_2122609	1.610291321	0.074011035
MYCTH_2295501	1.538486804	4.74099E-15
MYCTH_2122612	0.277883814	0.814389011
MYCTH_62710	1.836464029	0.178837849
MYCTH_2054219	2.279544053	0.189722273
MYCTH_t50	0	1
MYCTH_t49	0	1
MYCTH_t48	0	1
MYCTH_t47	#N/A	#N/A
MYCTH_43648	0.802387841	0.852219841
MYCTH_t46	0	1
MYCTH_t45	0	1
MYCTH_t44	0	1
MYCTH_t43	0	1
MYCTH_2295502	-0.183553014	0.656139322
MYCTH_2122615	-0.19304111	0.429315229
MYCTH_2295504	-0.389284686	0.191487097
MYCTH_76450	0.361494654	0.063218023
MYCTH_2131791	0.007507887	0.979905448
MYCTH_t3	-4.347152093	0.347116821
MYCTH_2295506	0.646131387	0.271518981
MYCTH_91253	0.255949456	0.39364163
MYCTH_2295508	-0.464399611	0.045775943
MYCTH_2295512	-0.209275077	0.45091781
MYCTH_2295514	0.618821626	0.000143091
MYCTH_2295518	0.579451532	0.440542298
MYCTH_2122625	0.661630397	0.031924184
MYCTH_t42	2.857629698	0.153837125
MYCTH_2295521	-0.603001214	0.000521418
MYCTH_2141635	0.641722542	0.000358149
MYCTH_2295527	0.325469224	0.673149528
MYCTH_2051640	0.743544734	1.88191E-06
MYCTH_2087998	0.874777825	0.000322741
MYCTH_2122631	-0.917970278	0.657190334
MYCTH_2055207	0	1
MYCTH_2106567	2.135061687	0.612246647
MYCTH_41714	-0.17275165	0.719798683
MYCTH_2053048	1.704031815	0.00013623
MYCTH_2122637	-1.349395171	0.010189686
MYCTH_86753	1.513712099	7.04603E-11
MYCTH_2295555	1.893103261	4.73712E-12
MYCTH_2106573	0.735874854	0.329223489
MYCTH_2295558	0.771718236	0.000380556
MYCTH_2295561	0.708705035	0.021429297
MYCTH_91274	-1.021842404	0.35282648
MYCTH_2295563	0.533514473	0.697536475
MYCTH_2295564	-0.555580229	0.059969735
MYCTH_91276	0.363686987	0.459185812
MYCTH_2295570	-4.140075536	6.61501E-11
MYCTH_91278	1.076709492	0.000296796
MYCTH_2122648	0	1
MYCTH_t41	-0.159029642	0.895087966
MYCTH_2131805	-0.21508223	0.078353511
MYCTH_2136757	-0.788086699	0.013301313
MYCTH_91282	0.510039249	0.953936492
MYCTH_2106582	-0.169274364	0.810330379
MYCTH_2114682	-1.278624126	0.000593653
MYCTH_2295588	0.038232224	0.858921359
MYCTH_2295590	-1.146764246	4.03174E-05
MYCTH_2295591	0.186077429	0.147206559
MYCTH_76502	-0.60142727	0.000501307
MYCTH_62778	1.099787516	0.001303177
MYCTH_2295595	0.558856126	0.469402264
MYCTH_2295596	-0.54324067	0.389023576
MYCTH_2295598	-0.517537423	0.133885838
MYCTH_2295600	0.731609151	0.002253104
MYCTH_t4	1.756874865	0.028167594
MYCTH_2295601	-1.135211127	1.0323E-07
MYCTH_2313529	-0.030653638	0.909444369
MYCTH_2295606	-0.026191932	0.930103528
MYCTH_2295609	-0.001361523	0.995700203
MYCTH_99178	-0.833209167	0.03149533
MYCTH_2295614	-0.248963249	0.256720635
MYCTH_2114693	-0.396154415	0.040644119
MYCTH_2295616	-0.95727674	0.001129061
MYCTH_2088056	0.443183538	0.384585117
MYCTH_76526	2.399344787	3.40471E-38
MYCTH_2313535	-0.699456232	0.000469467
MYCTH_2295624	0.069311318	0.800178434
MYCTH_2122680	1.696456329	0.000215175
MYCTH_2295629	0.005627944	0.984083802
MYCTH_2295633	-0.542362132	0.003180196
MYCTH_2039938	0.418040342	0.594007139
MYCTH_2295634	-0.793433613	0.000516163
MYCTH_2295635	-0.879278647	0.026251079
MYCTH_2295637	0.135538668	0.511953192
MYCTH_2122687	0.099335709	0.931178302
MYCTH_t5	#N/A	#N/A
MYCTH_2020707	1.524226193	6.02423E-05
MYCTH_2114710	0.627332556	0.008695577
MYCTH_2295642	-1.029841233	8.75009E-06
MYCTH_2295647	-0.096028262	0.629794099
MYCTH_2106616	-0.478751825	0.140355165
MYCTH_2122693	0.462947058	0.579865614
MYCTH_2295651	-0.219734132	0.660817349
MYCTH_41997	0.379045614	0.335520372
MYCTH_2088086	0.072245677	0.679598136
MYCTH_2295666	-0.703349554	0.022031596
MYCTH_2050866	0.702642792	0.495893788
MYCTH_114083	0.735315014	0.001559804
MYCTH_2075489	0.099134185	0.484542724
MYCTH_2295675	0.768700655	9.40631E-08
MYCTH_2295684	-0.982802367	1.59736E-06
MYCTH_2295692	-0.244677938	0.102232483
MYCTH_2295697	1.065295322	2.2224E-05
MYCTH_2295699	-0.60009349	0.282273228
MYCTH_42269	0.859206503	0.003191722
MYCTH_2295704	0.825926704	0.001036877
MYCTH_2295707	-0.308922832	0.270392564
MYCTH_2295709	0.66078878	0.004419291
MYCTH_105966	-0.187266313	0.525890731
MYCTH_2122709	-0.708872994	0.280531989
MYCTH_2295714	0.953939155	6.06267E-07
MYCTH_2295716	0.487088966	0.062110401
MYCTH_91334	0.709416159	0.057396154
MYCTH_2075498	-0.540481514	3.70337E-07
MYCTH_2122713	0.749462987	0.437357296
MYCTH_2295718	0.080628812	0.800972508
MYCTH_2313555	0.25557559	0.673900783
MYCTH_42529	-3.4918532	0.012659537
MYCTH_2295720	0.792362846	0.001549923
MYCTH_2295721	0.648524176	0.007196205
MYCTH_2295724	0.320477798	0.103254016
MYCTH_2106642	-0.14755051	0.573703974
MYCTH_2295727	-0.267891374	0.367510877
MYCTH_2295728	-0.419374357	0.241102112
MYCTH_2295729	-0.035957362	0.851840839
MYCTH_2295731	-0.374270829	0.1572194
MYCTH_2313559	-0.073145633	0.777280783
MYCTH_62866	-0.71185784	0.005031737
MYCTH_2295736	0.276039688	0.225057791
MYCTH_2295737	-0.103213279	0.382747675
MYCTH_2054417	-3.126196027	0.106500232
MYCTH_2313562	0.558696081	0.000201677
MYCTH_2295741	-0.571644551	0.271436317
MYCTH_2295743	-5.476010568	2.18242E-05
MYCTH_2295744	-0.089611084	0.735915361
MYCTH_2295745	0.356202641	0.479431345
MYCTH_2088125	-0.428663573	0.007766711
MYCTH_2295747	-0.942884866	2.03664E-05
MYCTH_2313564	-0.526723426	0.090145926
MYCTH_t40	-2.891373694	0.283704419
MYCTH_2295750	-0.706624994	1.9231E-08
MYCTH_2295756	0.550071217	0.000755879
MYCTH_2141686	1.914236177	2.20222E-16
MYCTH_2295763	-0.593177778	0.000398626
MYCTH_2295764	0.38477122	0.083412861
MYCTH_2295767	0.112479396	0.594533826
MYCTH_2295768	-0.602118096	0.001433824
MYCTH_2295769	-0.671261092	0.011480933
MYCTH_2295771	-0.621528558	0.209437603
MYCTH_2295773	-0.467016854	0.139185706
MYCTH_2295774	0.21220621	0.21888551
MYCTH_43484	-1.430992556	0.068214161
MYCTH_2295777	0.432088187	0.098352394
MYCTH_114107	1.548917665	3.20857E-17
MYCTH_2295788	0.472152172	0.666188152
MYCTH_2295791	-0.000988793	0.998221196
MYCTH_99239	0.523099603	0.003332211
MYCTH_2141696	-1.45566537	7.6189E-06
MYCTH_2295798	-1.179624604	0.009928757
MYCTH_2295799	-0.117562655	0.723842377
MYCTH_2295800	0.652943821	1.51183E-05
MYCTH_2295802	0.27894194	0.165865708
MYCTH_t39	0	1
MYCTH_2075565	-0.400888215	0.151705294
MYCTH_2031061	-0.571005147	0.025264577
MYCTH_62925	1.05964735	0.000361017
MYCTH_2295809	-0.516588405	0.060240995
MYCTH_2295812	-0.241844231	0.157157979
MYCTH_2295813	1.053655283	9.96787E-10
MYCTH_2136821	0.753750126	0.000396778
MYCTH_2295817	-0.955270657	0.014191497
MYCTH_2295820	0.981145907	0.322888475
MYCTH_2122766	-0.722284353	0.016376341
MYCTH_2295825	-0.804879243	2.83974E-05
MYCTH_2295827	-0.282451891	0.236569539
MYCTH_2136823	0.156786937	0.286772257
MYCTH_2295833	-0.843014555	0.000453151
MYCTH_2088191	0.102769285	0.54253955
MYCTH_2295836	0.396789017	0.064934162
MYCTH_2295838	-0.010517966	0.952736452
MYCTH_2313584	-1.057271078	1.31176E-11
MYCTH_2051745	1.900538129	0.005137868
MYCTH_2295845	-0.061613869	0.883093139
MYCTH_2295846	0.308772988	0.686991432
MYCTH_2088202	0.725655271	0.041231491
MYCTH_2295851	-0.680780752	0.001666513
MYCTH_2295852	-0.40820264	0.015804477
MYCTH_44469	2.950123635	0.086764633
MYCTH_2295853	1.063580457	0.001735196
MYCTH_76670	1.6144127	0.003927075
MYCTH_2295856	0.043358757	0.896549182
MYCTH_2295857	-0.331009004	0.085159087
MYCTH_2029952	-0.732960115	0.00011635
MYCTH_2295859	-0.391349912	0.126002183
MYCTH_76680	-0.176831755	0.378929205
MYCTH_2295861	#N/A	#N/A
MYCTH_2295862	-0.081292746	0.669391698
MYCTH_2295863	-0.391114133	0.037219712
MYCTH_76690	-0.717194747	0.008070681
MYCTH_2295866	0.753584345	0.000289549
MYCTH_2295868	0.079088942	0.526365929
MYCTH_2295870	0.107524218	0.439930411
MYCTH_2295873	-0.187026326	0.549429728
MYCTH_2295876	-1.094258089	3.26431E-06
MYCTH_2313591	0.08493655	0.404518408
MYCTH_2106715	-0.608771441	0.276362398
MYCTH_44689	0.176234645	0.483889703
MYCTH_2295879	-0.061535944	0.647257409
MYCTH_2039751	-1.430567388	0.011091867
MYCTH_2295880	0.056957674	0.814931494
MYCTH_2295881	0.512039814	0.071705438
MYCTH_2295883	-0.032375129	0.883156111
MYCTH_2295885	-0.404212627	0.005421425
MYCTH_2106723	-1.877408405	4.56867E-09
MYCTH_2295894	0.656026025	2.71653E-07
MYCTH_2295895	0.57903884	0.244023079
MYCTH_2122809	-1.349071273	0.033466281
MYCTH_2053975	0.362502266	0.094697726
MYCTH_2295898	-0.357082034	0.143884186
MYCTH_2049605	-0.379716023	0.197901536
MYCTH_2295900	0.052285965	0.941404472
MYCTH_2295902	0.540891387	0.004173428
MYCTH_2295903	-0.256282118	0.155435108
MYCTH_2295904	-0.390716498	0.047920255
MYCTH_2295905	-1.052996156	0.207777446
MYCTH_2295908	0.258749338	0.303224327
MYCTH_2106732	0.496971054	0.576263065
MYCTH_2295909	-0.250355265	0.144510925
MYCTH_2295915	-0.436686013	0.024299985
MYCTH_2295917	0.403174821	0.030030292
MYCTH_2295918	-0.232285469	0.509327486
MYCTH_2295922	-0.406509201	0.092880088
MYCTH_2295923	-0.326716797	0.242784228
MYCTH_2295925	0.619896362	8.18199E-06
MYCTH_2295926	0.018614179	0.916876788
MYCTH_2295928	-0.957535413	0.001386318
MYCTH_2295930	-0.681036708	0.023360182
MYCTH_2295931	0.035245916	0.815152134
MYCTH_2295934	-0.285268343	0.03848787
MYCTH_2122835	-0.246994456	0.275307791
MYCTH_2295937	0.341925767	0.084338845
MYCTH_2295939	0.090203996	0.659823505
MYCTH_86821	0.224986983	0.476898562
MYCTH_2295942	0.319640238	0.129446268
MYCTH_2295945	0.940047073	1.96967E-08
MYCTH_2295948	-0.730843996	0.003762098
MYCTH_2088290	0.263612525	0.274308925
MYCTH_2295952	0.281084459	0.120255017
MYCTH_2114843	0.052478957	0.859636166
MYCTH_2295962	0.763584462	0.004474707
MYCTH_2295965	-0.078029722	0.706394113
MYCTH_2295966	0.032704665	0.894117649
MYCTH_2295968	1.350895724	2.96685E-07
MYCTH_2295970	-0.308195216	0.134681456
MYCTH_2295973	0.4521094	0.089494359
MYCTH_2295976	0.455023719	0.021712632
MYCTH_2055144	-0.648316406	0.018811049
MYCTH_2295979	-0.248990378	0.33362917
MYCTH_2295983	0.209369111	0.429627984
MYCTH_114166	0.34656602	0.171062043
MYCTH_2295985	0.857681128	9.51552E-05
MYCTH_2295989	0.388224198	0.15444574
MYCTH_2295992	0.297438749	0.079547764
MYCTH_20364	-0.604589239	0.213383415
MYCTH_2295997	-0.309130936	0.174836716
MYCTH_2295999	0.107261809	0.537145867
MYCTH_2136876	-0.0011238	0.996502444
MYCTH_2296001	-0.821596094	0.000281658
MYCTH_2296005	-0.376709534	0.046723427
MYCTH_2296007	0.763708514	3.66526E-05
MYCTH_2296009	0.774825891	4.73034E-05
MYCTH_2296014	-0.566091052	0.123421078
MYCTH_2296015	-0.377258939	0.094731445
MYCTH_2122870	0.918736167	0.066459555
MYCTH_2296019	-0.363445468	0.106788053
MYCTH_2296022	-0.904444902	0.0008712
MYCTH_2106779	-0.090327332	0.763185438
MYCTH_2313617	0.07164081	0.641319487
MYCTH_2296038	-0.290152096	0.056224441
MYCTH_2075738	0.806211902	0.00653131
MYCTH_2296040	0.977048263	5.38723E-09
MYCTH_2296041	0.515922491	0.074171369
MYCTH_2296042	0.302112651	0.224978292
MYCTH_2296044	0.616152348	0.01897814
MYCTH_41043	-1.518184893	0.000204633
MYCTH_2055557	-0.047645071	0.855531713
MYCTH_2296049	-0.90664974	0.000131261
MYCTH_2296051	0.585566473	0.075111199
MYCTH_2296056	0.439154108	0.071402907
MYCTH_2296057	0.732303063	0.003370362
MYCTH_2031594	0.461342359	0.149379783
MYCTH_2296063	-0.52927044	0.037731613
MYCTH_2296064	0.153841081	0.63872146
MYCTH_2296066	0.149972007	0.285839636
MYCTH_2296068	-1.218382477	0.032724512
MYCTH_2296069	-0.80691031	6.51414E-05
MYCTH_2313627	-0.458502576	0.014530835
MYCTH_2296073	0.368688896	0.174084849
MYCTH_2296077	-0.2521987	0.199126884
MYCTH_2296080	-0.098117646	0.679821167
MYCTH_2296081	-0.227442971	0.05573003
MYCTH_2296084	-0.931773008	1.11516E-08
MYCTH_2296085	-0.475109747	0.060727546
MYCTH_2296086	0.221842291	0.4423642
MYCTH_2296089	0.324206806	0.031240496
MYCTH_2296092	-1.002652349	0.000118329
MYCTH_2296096	-0.352452874	0.095800216
MYCTH_2313632	1.140390277	7.85895E-25
MYCTH_2296103	-0.228686373	0.419716153
MYCTH_2296104	-0.616905698	0.039630327
MYCTH_2296107	-0.341042436	0.255696874
MYCTH_2296109	-0.241517256	0.147133164
MYCTH_2296114	-0.130040726	0.547567899
MYCTH_2296115	0.020287248	0.920986504
MYCTH_2296116	-0.268291566	0.113929313
MYCTH_2296117	0.213766494	0.838586243
MYCTH_2296118	0.452081933	0.602464346
MYCTH_2296119	0.386806271	0.489472383
MYCTH_2296120	-1.061923075	0.012493658
MYCTH_2106818	-2.736408761	0.033385387
MYCTH_2075799	0.306446887	0.112132444
MYCTH_2296126	-0.095386062	0.58744947
MYCTH_2106821	0.909085795	0.006237584
MYCTH_2296128	-0.153196824	0.341511253
MYCTH_2296130	0.402267969	0.098029338
MYCTH_2296131	0.206584577	0.474252274
MYCTH_2296133	0.527470916	0.026501185
MYCTH_2296135	-0.721424844	0.000105472
MYCTH_2296139	-0.634285508	0.000233095
MYCTH_2313641	0.4643369	0.109484063
MYCTH_2296142	-2.412631567	0.020690297
MYCTH_2296144	-0.668564453	0.031467339
MYCTH_2296145	-0.970288088	0.000648319
MYCTH_2296147	0.00359335	0.986789641
MYCTH_2296150	0.58611913	0.000305898
MYCTH_2296151	-0.578297396	0.022781444
MYCTH_2296153	0.330386377	0.029833357
MYCTH_2296155	-0.399761763	0.117967278
MYCTH_2296156	-0.32770179	0.169311008
MYCTH_2296160	0.159347214	0.464703441
MYCTH_2296162	-0.942505661	0.005237954
MYCTH_2296164	-0.415556934	0.11409783
MYCTH_2296167	1.740121748	4.13475E-10
MYCTH_2296169	-0.693512667	0.051368991
MYCTH_2296171	-0.845132087	0.005950005
MYCTH_2114926	0.067465694	0.653331734
MYCTH_2296175	-0.152023786	0.630326795
MYCTH_2296179	0.055311286	0.724295595
MYCTH_2313647	-0.441583623	0.178637745
MYCTH_2296180	-0.320208378	0.018345452
MYCTH_2296183	-1.316631554	2.26627E-07
MYCTH_76901	1.125603907	5.72485E-09
MYCTH_2296191	-0.018984083	0.942989775
MYCTH_2313651	0.15589419	0.177067254
MYCTH_2296196	0.271355351	0.184660993
MYCTH_2296197	-0.118213476	0.385066356
MYCTH_2114944	-0.204748055	0.535514171
MYCTH_2296201	0.738002915	0.016127749
MYCTH_2088454	0.845138928	0.000132338
MYCTH_2296210	0.444291158	0.0906678
MYCTH_2296214	0.029914276	0.909131208
MYCTH_2296219	0.334451062	0.094422164
MYCTH_2296221	-0.288016911	0.041209232
MYCTH_2296224	-0.40107456	0.14240971
MYCTH_2296228	-0.226136362	0.260253077
MYCTH_2296229	-0.950676666	0.007469038
MYCTH_2136940	0.150143063	0.452996836
MYCTH_2296234	0.705079893	7.25024E-05
MYCTH_2296236	1.794500545	3.21166E-10
MYCTH_2296237	-0.26345783	0.177935205
MYCTH_2122970	2.204943523	0.164201585
MYCTH_2050996	0.408898822	0.113903139
MYCTH_2031956	-1.361624099	0.168841661
MYCTH_2088473	-0.018035897	0.89527618
MYCTH_2296246	-0.434739443	0.025952912
MYCTH_2296247	-0.17878093	0.244965456
MYCTH_2296252	-0.555923221	0.102978407
MYCTH_114237	-0.566135481	3.25158E-08
MYCTH_2296256	-0.591838666	0.000159506
MYCTH_2296260	-0.685989853	0.002318318
MYCTH_2296262	-0.232330504	0.27385417
MYCTH_2296263	-0.319946763	0.157254636
MYCTH_2296265	-1.208977985	0.000819365
MYCTH_2296269	-0.050497424	0.861060798
MYCTH_2296271	0.141930715	0.569142824
MYCTH_110470	0.689495447	0.002675638
MYCTH_99435	-0.34921839	0.208217196
MYCTH_2296277	-0.219624415	0.25272756
MYCTH_2296279	-0.410090468	0.218177477
MYCTH_2313667	0.691067721	0.000714153
MYCTH_2049466	0.385151285	0.190314506
MYCTH_2296287	-0.171861523	0.141352402
MYCTH_2296291	-0.580421502	0.006754322
MYCTH_2296293	0.242681122	0.09655906
MYCTH_110475	0.426236469	0.02169513
MYCTH_2296296	0.055865958	0.782407651
MYCTH_2296297	-0.972356584	0.008229062
MYCTH_2296298	0.124575506	0.454183675
MYCTH_2296300	0.21117687	0.275724624
MYCTH_2136960	-0.199893894	0.243925197
MYCTH_2296305	-0.976607619	1.88059E-10
MYCTH_2296309	0.011022824	0.945769382
MYCTH_36377	-0.647646411	0.005843161
MYCTH_42359	-0.306698259	0.162988243
MYCTH_2296319	-0.724889391	1.32252E-05
MYCTH_2296320	-0.403631878	0.094025869
MYCTH_2296323	-0.334536077	0.039366554
MYCTH_2296328	0.050863515	0.806132613
MYCTH_2296333	-0.17282753	0.203880791
MYCTH_99456	-0.898450939	0.002042385
MYCTH_2296336	-0.063126714	0.826858508
MYCTH_2051026	-0.523249933	0.016335499
MYCTH_2296345	-0.267837004	0.132844839
MYCTH_2296350	0.426825922	0.035535259
MYCTH_99461	-0.373731525	0.072314035
MYCTH_2296357	-1.168929688	1.234E-06
MYCTH_2296360	0.777053035	3.35583E-06
MYCTH_2296361	-0.169652665	0.334741494
MYCTH_2296362	-0.04033017	0.96131383
MYCTH_91615	-0.941102278	0.501939369
MYCTH_2296363	-0.211716846	0.825894607
MYCTH_43571	-1.377753113	0.003754609
MYCTH_2296368	-0.189773331	0.37395698
MYCTH_63343	0.99675888	2.08556E-07
MYCTH_2296370	-0.109113187	0.548509761
MYCTH_2296372	0.074886537	0.676433755
MYCTH_2296376	0.223993092	0.093452728
MYCTH_2296378	-0.270585199	0.124808397
MYCTH_2296379	0.411461247	0.015860013
MYCTH_2296381	-0.008878393	0.974369924
MYCTH_2296382	2.01391772	1.07771E-13
MYCTH_2296384	-0.069406241	0.740024269
MYCTH_2296388	0.256962788	0.110464395
MYCTH_2296392	-0.214550663	0.866488697
MYCTH_2296393	0.065932956	0.592833927
MYCTH_2296395	0.782726235	6.56977E-07
MYCTH_2296399	-0.476158538	0.000828584
MYCTH_2296403	0.240391124	0.151871455
MYCTH_2296408	-0.793361912	0.000286522
MYCTH_2296409	0.245786901	0.301763759
MYCTH_2296410	-0.268296446	0.206240213
MYCTH_2296412	-0.442141162	0.058720812
MYCTH_2123045	-5.154202618	0.001150065
MYCTH_2028011	-0.106066985	0.600500883
MYCTH_2296424	1.148200785	2.22844E-07
MYCTH_2296428	1.076145243	2.37465E-08
MYCTH_2296430	-0.02287803	0.910741363
MYCTH_2296432	-0.242536868	0.261217712
MYCTH_2296433	0.116537213	0.66572797
MYCTH_2296436	-0.05155792	0.812112069
MYCTH_2296438	0	1
MYCTH_2049780	-0.605990993	0.001062955
MYCTH_77059	-0.414845868	0.134039571
MYCTH_2296446	-0.041212695	0.839592946
MYCTH_2296450	0.113228137	0.587511807
MYCTH_2075999	-0.051170478	0.763786707
MYCTH_2296456	-0.213437334	0.226344247
MYCTH_2137000	0.152265387	0.522863486
MYCTH_2296460	-0.682548993	3.97602E-05
MYCTH_2296462	0.107627424	0.660827275
MYCTH_2296465	-0.81740748	0.002188787
MYCTH_2296469	0.612362796	0.000720626
MYCTH_2296472	0.737928671	0.000141241
MYCTH_2296474	-0.020572012	0.930992392
MYCTH_2296478	0.566267144	0.002154957
MYCTH_2296480	-0.330397863	0.031264497
MYCTH_43688	0.000851695	0.997054161
MYCTH_2296486	-0.156339184	0.737896078
MYCTH_77082	0.633959875	0.00056352
MYCTH_2296492	-0.434981877	0.015427334
MYCTH_2313703	-0.230265135	0.063460151
MYCTH_110510	-1.095718109	6.93767E-05
MYCTH_2296499	-0.21604635	0.111904623
MYCTH_2296502	-0.634469979	0.000257135
MYCTH_2296504	0.091697162	0.535191298
MYCTH_2296508	-0.24523434	0.14441211
MYCTH_42822	0.344741552	0.028172251
MYCTH_2296513	-0.214651292	0.162370625
MYCTH_2123079	0.45535572	0.000764513
MYCTH_2054138	0.573866425	0.028494819
MYCTH_2049620	0.083878308	0.677023237
MYCTH_2296525	0.166489219	0.297100041
MYCTH_43249	#N/A	#N/A
MYCTH_44903	#N/A	#N/A
MYCTH_41930	#N/A	#N/A
MYCTH_63472	#N/A	#N/A
MYCTH_2296527	0.509076279	0.000244413
MYCTH_2296529	0.113843073	0.374343394
MYCTH_2296531	0.713496604	1.54119E-05
MYCTH_2106971	0.172947432	0.720472163
MYCTH_2296536	0.166883412	0.282095567
MYCTH_99530	0.851546721	9.35249E-08
MYCTH_2296547	-0.668014529	0.001354606
MYCTH_2052150	-0.030111636	0.867895748
MYCTH_2296558	0.665773323	0.010195094
MYCTH_2115071	-0.167677941	0.270676962
MYCTH_2296565	0.075729826	0.670478779
MYCTH_44322	-0.534196124	0.010831346
MYCTH_2115074	-0.468474958	0.01312945
MYCTH_110532	0.552459995	0.18807684
MYCTH_2296570	-1.50046943	1.58834E-07
MYCTH_2313731	-1.792983377	0.020426443
MYCTH_2296573	0.160025476	0.256910668
MYCTH_2296575	0.828756344	8.14355E-05
MYCTH_2296578	-1.183839619	0.000340884
MYCTH_2076088	0.108811263	0.470062013
MYCTH_2296585	-0.370520624	0.242047662
MYCTH_2296586	-0.230016478	0.424521965
MYCTH_2296588	-0.177442887	0.331423717
MYCTH_2296591	0.021631262	0.932780681
MYCTH_2296595	-0.397556293	0.054714296
MYCTH_110536	0.584887087	0.003311463
MYCTH_2123119	-0.815129632	0.319745771
MYCTH_2296599	-0.751712246	0.010070271
MYCTH_2296601	-0.465640745	0.045899709
MYCTH_2296602	-0.683791307	0.001388287
MYCTH_45081	-0.203952397	0.474065507
MYCTH_99556	-0.867281032	0.143911968
MYCTH_63536	-0.143944614	0.487804826
MYCTH_2115094	-1.234685444	0.018478813
MYCTH_2296610	0.144962637	0.452299081
MYCTH_43419	0.444839492	0.353394167
