,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
0,0.0,1.0,1.4737,1.9474,2.4211,2.8947,3.3684,3.8421,4.3158,4.7895,5.2632,5.7368,6.2105,6.6842,7.1579,7.6316,8.1053,8.5789,9.0526,9.5263,10.0
1,1.0,0.054231899897983854,0.07944757731226888,0.09902024600438841,0.09902024600438841,0.09902024600438841,0.09902024600438841,0.09902024600438841,0.09902024600438841,0.09902024600438841,0.09902024600438841,0.09902024600438841,0.09902024600438841,0.09902024600438841,0.09902024600438841,0.09902024600438841,0.09902024600438841,0.09902024600438841,0.09902024600438841,0.09902024600438841,0.09902024600438841
2,1.4737,0.06371137124576497,0.08892704866005055,0.11414272607433612,0.1393584034886218,0.14870940301684668,0.14870940301684668,0.14870940301684668,0.14870940301684668,0.14870940301684668,0.14870940301684668,0.14870940301684668,0.14870940301684668,0.14870940301684668,0.14870940301684668,0.14870940301684668,0.14870940301684668,0.14870940301684668,0.14870940301684668,0.14870940301684668,0.14870940301684668
3,1.9474,0.07319084259354669,0.09840652000783225,0.12362219742211786,0.14883787483640334,0.17404822911845053,0.19839856002930525,0.19839856002930445,0.19839856002930445,0.19839856002930445,0.19839856002930445,0.19839856002930445,0.19839856002930445,0.19839856002930445,0.19839856002930445,0.19839856002930445,0.19839856002930445,0.19839856002930445,0.19839856002930445,0.19839856002930445,0.19839856002930445
4,2.4211,0.08267031394132834,0.1078859913556139,0.13310166876989935,0.15831734618418508,0.18352770046623212,0.20874337788051842,0.23395905529480304,0.24808771704176283,0.24808771704176283,0.24808771704176283,0.24808771704176283,0.24808771704176283,0.24808771704176283,0.24808771704176283,0.24808771704176283,0.24808771704176283,0.24808771704176283,0.24808771704176283,0.24808771704176283,0.24808771704176283
5,2.8947,0.09214778413408622,0.11736346154837196,0.1425791389626573,0.16779481637694293,0.1930051706589899,0.21822084807327577,0.24343652548756092,0.2686522029018461,0.293867880316133,0.29776638447072595,0.29776638447072595,0.29776638447072595,0.29776638447072595,0.29776638447072595,0.29776638447072595,0.29776638447072595,0.29776638447072595,0.29776638447072595,0.29776638447072595,0.29776638447072595
6,3.3684,0.10162725548186792,0.12684293289615375,0.15205861031043902,0.17727428772472476,0.20248464200677163,0.2277003194210573,0.2529159968353427,0.2781316742496286,0.30334735166391447,0.3285630290781988,0.3474555414831838,0.34745554148318336,0.34745554148318336,0.34745554148318336,0.34745554148318336,0.34745554148318336,0.34745554148318336,0.34745554148318336,0.34745554148318336,0.34745554148318336
7,3.8421,0.11110672682964963,0.13632240424393516,0.16153808165822073,0.18675375907250633,0.2119641133545532,0.23717979076883886,0.2623954681831248,0.2876111455974099,0.3128268230116959,0.33804250042598105,0.36325285470802526,0.388468532122313,0.3971446984956415,0.3971446984956415,0.3971446984956415,0.3971446984956415,0.3971446984956415,0.3971446984956415,0.3971446984956415,0.3971446984956415
8,4.3158,0.1205630321612163,0.1458018755917168,0.17101755300600255,0.1962332304202882,0.22144358470233522,0.2466592621166209,0.27187493953090675,0.2970906169451921,0.32230629435947733,0.3475219717737625,0.37273232605580975,0.39794800347009346,0.423163680884381,0.4468338555081016,0.44683385550810106,0.44683385550810106,0.44683385550810106,0.44683385550810106,0.44683385550810106,0.44683385550810106
9,4.7895,0.13000933245625743,0.15528134693949858,0.18049702435378442,0.20571270176807005,0.2309230560501166,0.2561387334644024,0.28135441087868807,0.30657008829297405,0.33178576570725865,0.3570014431215444,0.38221179740359146,0.4074274748178769,0.4326431522321612,0.4578588296464486,0.4830745070607355,0.49652301252055886,0.49652301252055886,0.49652301252055886,0.49652301252055886,0.49652301252055886
10,5.2632,0.13945563275129863,0.16476081828728034,0.18997649570156602,0.21519217311585134,0.2404025273978986,0.26561820481218396,0.29083388222647,0.3160495596407555,0.34126523705504114,0.36648091446932624,0.39169126875137306,0.41690694616565854,0.4421226235799443,0.4673383009942303,0.4925539784085155,0.5177696558227994,0.5429800101048494,0.5462121695330174,0.5462121695330174,0.5462121695330174
11,5.7368,0.14888193811020328,0.17421628969557915,0.19945396589432368,0.22466964330860953,0.24987999759065627,0.2750956750049418,0.3003113524192276,0.3255270298335136,0.3507427072477982,0.3759583846620838,0.40116873894413085,0.42638441635841656,0.4516000937727025,0.4768157711869878,0.5020314486012731,0.5272471260155579,0.5524574802976046,0.5776731577118914,0.5958908369619813,0.5958908369619812
12,6.2105,0.15822698193183754,0.1836625899906201,0.20893343724210592,0.2341491146563913,0.25935946893843836,0.2845751463527238,0.30979082376700967,0.33500650118129494,0.360222178595581,0.38543785600986596,0.41064821029191323,0.4358638877061983,0.46107956512048387,0.4862952425347704,0.511510919949055,0.5367265973633405,0.5619369516453878,0.5871526290596726,0.6123683064739571,0.6375839838882447
13,6.6842,0.16757202575347185,0.19310889028566117,0.21841290858988732,0.24362858600417278,0.2688389402862198,0.29405461770050556,0.3192702951147912,0.34448597252907653,0.3697016499433626,0.3949173273576473,0.4201276816396949,0.4453433590539802,0.47055903646826563,0.495774713882551,0.520990391296837,0.5462060687111222,0.5714164229931693,0.5966321004074545,0.6218477778217409,0.6470634552360267
14,7.1579,0.17691706957510628,0.20255519058070187,0.2278715413824209,0.2531080573519548,0.27831841163400156,0.3035340890482868,0.3287497664625731,0.35396544387685813,0.37918112129114406,0.4043967987054286,0.42960715298747654,0.45482283040176164,0.48003850781604746,0.5052541852303332,0.5304698626446183,0.5556855400589038,0.5808958943409515,0.6061115717552367,0.6313272491695224,0.6565429265838059
